hotel,lead_time,arrival_date_year,arrival_date_month,weekend_nights,week_nights,adults,children,babies,is_international,days_waiting,is_repeated_guest,is_family,is_canceled,market_segment_complementary,market_segment_corporate,market_segment_direct,market_segment_groups,market_segment_offline_ta_to,market_segment_online_ta,distribution_channel_direct,distribution_channel_gds,distribution_channel_ta_to,deposit_type_non_refund,deposit_type_refundable,customer_type_group,customer_type_transient,customer_type_transient_party
1,27,2016,11,2,5,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,19,2017,7,0,1,3,1,0,True,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,182,2017,3,2,6,2,0,0,True,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,150,2017,4,1,2,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,17,2016,3,2,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,17,2017,5,1,2,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0,2017,1,1,3,1,0,0,True,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,59,2017,6,2,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,8,2016,6,1,3,1,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,19,2017,2,1,2,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,27,2016,9,1,0,1,0,0,False,8,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False
0,45,2016,6,1,2,3,0,0,False,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,7,2017,8,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,2015,11,1,2,1,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,76,2016,12,1,1,1,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,205,2016,7,0,5,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,58,2016,12,1,2,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,12,2017,8,0,1,2,0,0,False,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,16,2017,3,0,1,1,0,0,False,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,18,2017,2,1,0,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,79,2017,5,2,5,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,109,2017,4,2,5,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,5,2016,8,0,2,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,211,2017,6,1,3,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,7,2017,4,1,0,1,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,37,2016,10,0,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,29,2017,6,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,56,2016,3,0,3,2,0,0,True,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,35,2016,4,2,0,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,74,2015,8,2,5,2,2,0,False,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,29,2016,2,2,5,2,1,0,False,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,54,2017,3,2,5,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,23,2017,6,0,2,2,0,0,True,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,2,2017,4,0,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,35,2017,6,0,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,93,2016,1,2,5,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,108,2016,4,1,4,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,192,2017,5,0,1,1,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,36,2016,9,2,3,1,0,0,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,31,2015,8,0,2,2,2,0,True,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,46,2016,7,1,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0,2016,2,0,3,2,0,0,False,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,210,2017,6,1,2,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,153,2016,10,2,2,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,31,2016,7,2,5,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,81,2016,10,2,2,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,199,2017,7,1,4,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,23,2017,1,0,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,3,2017,6,0,1,3,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,12,2015,9,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,42,2017,3,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,69,2016,12,2,1,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,68,2016,3,0,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,24,2016,11,1,0,1,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,82,2016,2,2,0,2,1,0,False,0,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,230,2016,8,4,10,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,312,2015,8,0,4,1,0,0,False,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,89,2016,10,2,2,2,0,0,False,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,11,2015,11,1,2,1,0,0,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,163,2017,7,2,4,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,164,2017,8,2,1,2,1,0,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,78,2016,4,0,2,2,2,0,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,6,2016,8,1,1,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,14,2016,2,0,1,1,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,6,2015,11,1,3,1,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,5,2016,1,2,5,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,8,2017,7,2,5,3,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,143,2017,4,0,3,3,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,139,2017,6,2,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,60,2016,2,1,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,18,2016,12,2,3,2,2,0,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,2015,8,0,1,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,71,2017,7,2,4,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,4,2017,7,1,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,15,2016,8,1,0,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,221,2016,6,3,5,2,0,0,False,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,117,2015,8,2,1,3,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,146,2017,2,2,1,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,122,2017,8,2,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,195,2017,8,2,1,3,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,74,2017,2,1,2,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,188,2016,8,2,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,75,2017,6,1,4,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,26,2016,12,1,4,1,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,6,2016,11,0,4,2,2,0,False,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,2,2016,2,0,1,2,0,0,False,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,9,2015,8,0,1,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,13,2015,7,0,1,2,1,0,False,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,226,2017,5,0,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,29,2017,6,0,2,2,2,0,True,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,73,2017,4,2,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,4,2015,12,0,2,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,109,2016,7,0,1,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,2015,9,0,1,1,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,27,2015,7,1,3,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,15,2017,1,1,2,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,274,2017,5,1,0,1,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,386,2016,10,2,3,3,0,0,True,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,169,2017,7,0,2,1,0,0,False,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,57,2016,6,1,2,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,23,2017,4,1,3,2,0,0,True,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,84,2016,3,2,1,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,54,2016,4,1,3,2,1,0,True,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,5,2017,1,1,0,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,223,2017,4,1,0,2,1,0,True,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0,2016,3,0,1,2,0,0,True,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,127,2016,6,1,2,3,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0,2016,8,0,1,2,2,1,False,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,97,2016,10,2,5,2,1,0,True,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,72,2016,10,2,4,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,14,2017,5,0,1,1,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,30,2016,6,1,0,2,2,0,False,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,64,2015,9,2,8,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,59,2017,8,1,4,3,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,42,2016,11,0,2,1,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,146,2016,8,2,4,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,213,2016,5,1,1,2,0,0,False,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,66,2016,7,2,0,1,1,0,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,334,2015,9,0,2,1,0,0,False,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True
1,41,2017,5,2,5,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,31,2017,6,1,4,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,62,2016,9,2,2,1,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,192,2017,7,0,3,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,213,2016,9,3,5,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,1,2016,5,0,1,1,0,0,False,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,10,2016,3,2,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,244,2017,8,3,7,2,2,0,True,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,208,2016,5,2,5,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,28,2016,5,1,2,1,2,0,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,8,2016,4,0,3,2,1,0,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,28,2016,11,1,4,1,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,1,2015,11,0,4,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,170,2016,6,2,5,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,96,2016,10,1,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,175,2016,7,1,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,5,2016,12,1,0,1,0,0,False,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,160,2017,7,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,320,2016,8,0,2,1,0,0,False,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,250,2017,7,0,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,124,2015,7,1,1,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,2,2015,11,0,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,2017,6,0,1,1,0,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,221,2016,6,2,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,47,2015,12,0,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,73,2017,2,1,2,1,0,0,True,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,168,2017,5,3,6,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,207,2017,8,2,4,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,4,2016,2,2,4,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,33,2016,3,1,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,175,2017,5,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,63,2016,4,1,1,3,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,48,2016,8,1,4,3,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,30,2017,2,0,2,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,204,2016,10,0,2,3,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,52,2017,1,0,2,2,2,0,False,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,31,2016,2,0,2,1,0,0,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,41,2016,10,0,2,1,0,0,True,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,9,2017,1,0,2,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,92,2015,11,0,3,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,44,2015,11,0,1,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,31,2016,5,0,2,2,0,0,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,19,2017,5,1,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,197,2017,2,2,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,13,2015,9,1,5,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,56,2017,4,2,4,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,105,2017,7,0,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,89,2017,5,2,2,2,0,0,False,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,10,2015,7,0,2,2,0,0,False,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,14,2015,10,1,2,1,1,0,True,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,226,2016,8,2,0,2,0,0,False,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,118,2016,8,0,1,2,0,1,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,82,2016,9,1,5,2,0,0,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,5,2017,1,0,1,1,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,112,2017,6,2,0,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,55,2016,3,0,3,3,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,13,2015,8,0,1,2,0,0,False,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,348,2017,3,2,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,41,2016,11,3,9,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,18,2017,1,1,0,1,0,0,False,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,168,2017,4,1,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,119,2017,6,1,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,150,2016,6,4,6,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,84,2017,2,0,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,192,2017,5,1,2,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,104,2016,8,1,4,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,4,2016,2,1,1,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,281,2017,8,1,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,81,2017,1,1,2,1,0,0,False,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,14,2015,8,1,5,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,184,2016,8,0,4,3,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,168,2017,5,1,2,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,16,2017,1,0,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,340,2016,8,2,8,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,77,2017,3,1,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,37,2017,7,2,5,3,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,89,2016,10,4,6,2,0,0,True,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,189,2016,10,2,3,2,1,0,True,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,19,2017,2,0,4,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,131,2016,12,0,2,2,2,0,True,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,14,2016,7,2,1,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,73,2017,4,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,23,2017,3,0,2,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,106,2016,4,1,1,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,6,2016,10,1,1,1,0,0,True,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,254,2016,9,0,2,1,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,136,2017,5,2,5,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,2016,5,1,0,3,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,90,2017,6,2,5,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,53,2016,11,0,4,2,1,0,True,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,2,2015,11,1,0,1,0,0,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,143,2016,8,0,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,25,2017,3,1,1,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,4,2017,5,0,1,1,0,0,False,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,2016,8,0,2,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,41,2016,9,2,0,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,37,2015,11,2,5,1,0,0,False,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,12,2016,9,1,2,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,2017,6,0,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,97,2017,5,2,1,3,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,241,2015,10,1,2,2,0,0,False,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,15,2016,3,0,2,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,5,2017,5,2,1,1,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,101,2015,8,2,6,2,1,0,False,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,107,2017,3,0,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,2,2016,12,1,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,24,2016,5,2,2,2,0,0,False,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,55,2015,9,0,3,2,0,0,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,166,2015,10,1,3,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,157,2016,6,2,2,2,0,0,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,267,2016,8,2,5,2,0,0,False,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,91,2017,7,1,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,75,2017,7,2,1,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,158,2017,8,2,4,3,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,89,2015,11,1,4,2,0,0,True,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,21,2017,1,0,3,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,118,2017,6,0,2,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,4,2015,10,0,2,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,97,2017,8,2,6,2,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,71,2016,10,1,0,3,0,0,True,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,1,2017,6,1,3,2,0,0,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,18,2016,9,0,2,2,0,0,True,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
